# Amod fmod z Delta_Amod Delta_fmod
8.000000000000003393e-11 6.158482110660254848e-10 4.000000000000000000e+00 1.285595524411891895e-04 5.088257296476395844e-04
8.000000000000003393e-11 1.128837891684688263e-09 1.000000000000000021e-03 5.831442721460050032e-11 5.846533193481357129e-10
8.000000000000003393e-11 1.128837891684688263e-09 2.114736842105263137e-01 3.564076830059995600e-08 2.901624387033673733e-07
8.000000000000003393e-11 1.128837891684688263e-09 4.219473684210526265e-01 1.548428240463893235e-07 1.208011074611297809e-06
8.000000000000003393e-11 1.128837891684688263e-09 6.324210526315788838e-01 7.380386961315222645e-08 7.158708913187201479e-07
8.000000000000003393e-11 1.128837891684688263e-09 8.428947368421052522e-01 7.519047459743943135e-07 5.815755922735753421e-06
8.000000000000003393e-11 1.128837891684688263e-09 1.053368421052631509e+00 3.856393626547605108e-07 3.083140957082367167e-06
8.000000000000003393e-11 1.128837891684688263e-09 1.263842105263157656e+00 6.493076140988050790e-07 5.103557502862747882e-06
8.000000000000003393e-11 1.128837891684688263e-09 1.474315789473684024e+00 2.099795534257292076e-06 1.626724288530878110e-05
8.000000000000003393e-11 1.128837891684688263e-09 1.684789473684210392e+00 2.920545310412536773e-07 2.981365475576561951e-06
8.000000000000003393e-11 1.128837891684688263e-09 1.895263157894736761e+00 2.955788193692911474e-06 2.287569977322397258e-05
8.000000000000003393e-11 1.128837891684688263e-09 2.105736842105263129e+00 2.821912238865017323e-06 2.219742086695357652e-05
8.000000000000003393e-11 1.128837891684688263e-09 2.316210526315789497e+00 4.460691843453146186e-06 3.464568222879912696e-05
8.000000000000003393e-11 1.128837891684688263e-09 2.526684210526315422e+00 7.307499643119174780e-07 6.761624861461108707e-06
8.000000000000003393e-11 1.128837891684688263e-09 2.737157894736841790e+00 3.653959567978243911e-06 2.830022661576434833e-05
8.000000000000003393e-11 1.128837891684688263e-09 2.947631578947368158e+00 5.427148380700952635e-06 4.197436031749462651e-05
8.000000000000003393e-11 1.128837891684688263e-09 3.158105263157894527e+00 8.610909276779438009e-07 8.588999673648668241e-06
8.000000000000003393e-11 1.128837891684688263e-09 3.368578947368420895e+00 7.952331902414190611e-06 6.159167992690472309e-05
8.000000000000003393e-11 1.128837891684688263e-09 3.579052631578947263e+00 1.023346503330446223e-06 1.035974485731093698e-05
8.000000000000003393e-11 1.128837891684688263e-09 3.789526315789473632e+00 1.156187730860825823e-06 1.157282561584103408e-05
8.000000000000003393e-11 1.128837891684688263e-09 4.000000000000000000e+00 1.206477205178065397e-06 1.232425566137361680e-05
8.000000000000003393e-11 2.069138081114789946e-09 1.000000000000000021e-03 5.237563196407154721e-12 1.499386574835811807e-10
8.000000000000003393e-11 2.069138081114789946e-09 2.114736842105263137e-01 1.306133636293925832e-09 3.954375394044374459e-08
8.000000000000003393e-11 2.069138081114789946e-09 4.219473684210526265e-01 7.590078337236660851e-09 1.516347014307926933e-07
8.000000000000003393e-11 2.069138081114789946e-09 6.324210526315788838e-01 1.265667339121305943e-08 2.567113432745053540e-07
8.000000000000003393e-11 2.069138081114789946e-09 8.428947368421052522e-01 6.803256841925008851e-09 2.433239929547863507e-07
